Year_Birth,Education,Marital_Status,Income,Children,Teens,DaysSinceLastPurchase,Alcohol,Fruits,Meats,Vegetables,Grains,Discounts,WebPurchases,StorePurchases
1974,Graduate,Married,40000,0,1,48,210,0,6,0,0,2,4,5
1981,College,Married,40000,1,1,30,51,1,6,2,1,2,2,2
1953,College,Married,40000,0,1,92,32,0,6,2,0,2,2,3
1963,College,Single,40000,1,1,87,15,4,7,3,4,2,1,3
1971,Graduate,Single,40000,1,0,9,80,1,20,4,6,2,5,2
1972,College,Married,40000,1,1,59,44,4,7,6,0,2,3,3
1972,College,Married,40000,1,1,59,44,4,7,6,0,2,3,3
1984,Graduate,Single,40000,1,0,41,19,0,12,6,4,2,2,2
1954,College,Single,40000,0,1,20,69,8,9,12,7,2,3,4
1954,College,Single,40000,0,1,20,69,8,9,12,7,2,3,4
1971,Graduate,Married,40000,0,1,89,85,15,9,13,13,2,3,4
1983,College,Married,40000,1,0,30,29,12,20,19,1,2,3,4
1983,College,Married,40000,1,0,30,29,12,20,19,1,2,3,4
1983,College,Married,40000,1,0,30,29,12,20,19,1,2,3,4
1951,Graduate,Single,40000,0,0,18,113,61,68,34,26,2,7,7
1965,Graduate,Single,41000,1,1,72,22,0,7,0,0,2,1,3
1965,Graduate,Single,41000,0,1,64,70,0,6,0,0,2,2,3
1979,Graduate,Married,41000,1,0,0,40,2,8,0,4,2,2,3
1970,College,Single,41000,0,1,31,110,0,6,2,0,2,2,4
1975,College,Married,41000,0,1,18,261,23,24,4,23,2,6,5
1969,Graduate,Single,41000,1,0,12,14,7,7,6,16,2,2,3
1964,College,Married,41000,1,2,77,24,0,9,8,30,2,3,3
1959,College,Married,42000,1,1,34,48,0,6,0,0,2,2,3
1969,Graduate,Married,42000,1,1,20,19,0,7,0,0,2,1,3
1972,Graduate,Single,42000,1,1,67,20,3,6,2,0,2,1,3
1973,College,Single,42000,0,1,99,55,0,6,2,0,2,1,3
1973,College,Single,42000,0,1,99,55,0,6,2,0,2,1,3
1981,College,Single,42000,1,0,31,46,7,20,2,4,2,3,3
1957,College,Single,42000,0,1,96,309,3,8,4,3,2,5,7
1975,College,Single,42000,1,1,30,8,4,7,15,4,2,1,2
1982,College,Married,42000,1,0,86,175,10,37,54,6,2,6,4
1987,Graduate,Single,42000,0,0,23,124,83,89,85,59,2,5,11
1987,Graduate,Single,42000,0,0,23,124,83,89,85,59,2,5,11
1978,College,Single,43000,1,1,93,29,1,7,0,0,2,2,3
1962,Graduate,Married,43000,0,1,15,71,0,7,3,1,2,1,4
1984,Graduate,Single,43000,1,0,38,252,3,14,4,3,2,4,3
1973,College,Married,43000,1,0,10,30,5,8,6,3,2,2,4
1972,Graduate,Divorced,43000,1,0,92,76,14,25,13,5,2,5,4
1951,College,Divorced,43000,0,1,88,537,6,14,16,6,2,9,6
1954,College,Single,43000,0,1,30,156,29,19,30,32,2,3,7
1975,Graduate,Married,44000,1,1,18,26,0,7,0,0,2,2,3
1965,College,Married,44000,1,1,65,30,0,7,0,0,2,1,3
1969,College,Married,44000,1,1,17,24,1,7,2,0,2,2,3
1965,College,Married,44000,1,1,86,24,2,7,2,2,2,1,4
1985,College,Married,44000,1,0,30,46,0,13,3,0,2,3,3
1969,College,Single,44000,0,1,37,63,10,28,7,19,2,4,4
1963,College,Divorced,45000,1,1,28,33,0,6,0,0,2,1,2
1960,College,Single,45000,1,1,57,23,1,6,0,0,2,1,3
1951,College,Married,45000,1,1,82,18,0,6,0,0,2,1,2
1971,Graduate,Divorced,45000,1,1,25,56,0,7,0,0,2,2,3
1972,College,Single,45000,1,1,83,31,1,7,0,0,2,2,3
1954,Graduate,Single,45000,0,1,24,182,4,11,0,0,2,4,5
1970,Graduate,Single,45000,0,0,71,853,10,48,13,10,2,9,12
1968,College,Married,46000,0,1,20,279,0,6,0,0,2,3,8
1954,College,Single,46000,1,1,38,11,1,6,2,1,2,1,2
1966,Graduate,Single,46000,0,1,80,33,8,7,2,10,2,2,3
1964,Graduate,Married,46000,1,1,13,42,1,6,3,0,2,2,3
1964,Graduate,Married,46000,1,1,13,42,1,6,3,0,2,2,3
1964,College,Single,46000,0,1,20,305,3,9,4,3,2,5,4
1976,College,Divorced,46000,1,0,99,185,2,29,15,5,2,6,5
1961,College,Single,46000,0,0,46,273,11,59,62,83,2,8,6
1952,College,Single,47000,1,1,2,46,0,7,0,2,2,2,2
1966,Graduate,Single,47000,1,1,39,56,0,7,0,0,2,2,4
1964,Graduate,Single,47000,1,1,36,48,0,14,0,0,2,2,3
1977,College,Single,47000,2,1,94,41,0,6,3,1,2,1,3
1969,College,Married,47000,1,1,84,22,2,7,6,4,2,1,2
1948,Graduate,Single,47000,0,2,52,269,15,23,15,19,2,4,4
1948,Graduate,Single,47000,0,2,52,269,15,23,15,19,2,4,4
1961,College,Single,47000,0,1,70,31,19,12,26,14,2,1,5
1954,College,Married,47000,0,1,40,110,5,46,26,23,2,6,5
1960,College,Single,48000,0,1,0,53,1,6,2,1,2,2,3
1975,Graduate,Married,48000,0,1,30,123,1,9,2,0,2,3,3
1952,College,Single,48000,0,1,8,268,11,29,15,3,2,6,5
1963,Graduate,Single,49000,1,1,21,52,0,7,0,0,2,1,4
1963,Graduate,Single,49000,1,1,21,52,0,7,0,0,2,1,4
1972,Graduate,Single,49000,1,0,46,191,9,32,0,6,2,6,5
1952,College,Married,49000,0,1,88,205,7,14,3,2,2,4,5
1974,College,Single,49000,0,1,17,224,2,8,7,0,2,5,3
1949,College,Divorced,49000,0,1,29,122,21,14,25,10,2,3,6
1955,College,Divorced,49000,0,1,9,219,3,33,26,0,2,7,5
1971,College,Divorced,49000,0,0,90,620,54,80,99,98,2,9,10
1943,Graduate,Divorced,49000,0,0,53,437,8,69,160,49,2,7,5
1943,Graduate,Divorced,49000,0,0,53,437,8,69,160,49,2,7,5
1957,College,Single,50000,1,1,68,54,0,7,0,0,2,1,4
1958,Graduate,Married,50000,1,1,25,35,1,16,0,1,2,2,3
1976,Graduate,Married,50000,1,0,0,308,0,24,0,0,2,5,8
1961,College,Married,50000,0,1,81,229,5,19,3,2,2,6,4
1974,College,Single,50000,1,0,97,166,5,36,11,8,2,5,6
1963,College,Single,50000,0,1,79,104,1,18,13,9,2,3,5
1955,Graduate,Single,50000,0,0,35,1181,26,40,17,13,2,5,5
1968,Graduate,Single,50000,1,0,9,234,14,26,19,10,2,4,8
1954,College,Divorced,50000,0,1,21,443,5,24,21,16,2,8,7
1952,College,Married,50000,0,1,52,143,15,20,24,23,2,2,8
1975,College,Single,50000,1,0,61,88,39,26,58,13,2,6,4
1983,Graduate,Married,50000,0,0,32,135,46,31,65,61,2,5,7
1983,Graduate,Married,50000,0,0,32,135,46,31,65,61,2,5,7
1955,Graduate,Single,51000,1,1,79,26,1,7,0,1,2,1,3
1968,Graduate,Divorced,51000,0,1,56,128,0,16,0,1,2,4,4
1962,College,Single,51000,1,1,27,64,1,7,0,1,2,2,3
1976,College,Single,51000,0,1,84,297,7,26,0,11,2,8,4
1976,College,Single,51000,0,1,84,297,7,26,0,11,2,8,4
1958,Graduate,Single,51000,0,1,25,112,0,6,2,1,2,3,3
1960,College,Single,51000,1,1,89,51,4,8,4,7,2,2,4
1958,Graduate,Married,51000,0,1,42,140,3,10,4,5,2,3,4
1981,College,Married,51000,1,1,83,22,0,6,6,5,2,2,3
1969,Graduate,Married,51000,1,1,11,100,64,26,65,0,2,6,4
1972,College,Divorced,52000,1,1,37,51,2,6,0,1,2,2,3
1950,Graduate,Single,52000,0,1,48,189,2,10,3,2,2,3,5
1949,Graduate,Single,52000,0,1,14,400,4,12,6,0,2,9,5
1980,College,Single,52000,1,0,74,60,51,29,6,20,2,4,4
1958,Graduate,Single,52000,0,1,92,350,8,22,17,4,2,3,10
1965,College,Single,52000,0,1,55,112,10,36,30,0,2,5,4
1984,College,Single,52000,1,0,67,185,8,44,56,56,2,7,7
1975,College,Married,52000,0,1,51,82,33,18,71,30,2,5,4
1959,Graduate,Married,53000,1,1,43,105,0,7,0,1,2,2,4
1970,College,Single,53000,1,0,66,211,2,10,7,7,2,4,6
1975,Graduate,Single,53000,0,1,63,789,0,47,12,9,2,2,8
1975,Graduate,Single,53000,0,1,63,789,0,47,12,9,2,2,8
1971,College,Married,53000,0,1,32,254,10,15,30,10,2,7,3
1971,College,Married,53000,0,0,68,283,112,50,51,72,2,7,10
1978,College,Single,53000,0,0,84,367,17,80,104,188,2,9,9
1959,Graduate,Single,54000,1,1,17,81,0,6,0,0,2,2,3
1970,College,Divorced,54000,0,1,46,171,0,7,0,1,2,4,4
1953,Graduate,Married,54000,1,1,51,70,0,16,0,0,2,2,4
1960,Graduate,Married,54000,0,1,16,162,6,12,6,13,2,1,6
1985,College,Single,54000,1,0,42,174,77,68,6,24,2,8,7
1965,Graduate,Single,54000,0,1,97,267,6,18,8,3,2,5,6
1953,College,Single,54000,0,0,29,815,10,80,28,10,2,10,12
1976,College,Single,54000,0,1,56,198,18,84,32,108,2,4,8
1981,College,Married,54000,0,1,8,277,21,21,62,21,2,3,10
1979,College,Married,54000,0,1,18,70,54,36,80,9,2,4,7
1952,Graduate,Married,55000,0,1,8,216,2,6,0,0,2,5,4
1972,Graduate,Single,55000,0,1,81,825,8,18,11,0,2,8,5
1969,College,Single,55000,0,1,65,404,0,31,28,27,2,6,9
1978,Graduate,Single,55000,1,0,57,308,85,46,102,45,2,6,11
1964,College,Single,56000,0,1,97,136,1,7,0,3,2,4,3
1965,College,Single,56000,0,0,9,577,0,21,0,0,2,10,8
1973,College,Single,56000,0,1,63,293,8,41,11,4,2,6,3
1948,Graduate,Married,56000,0,1,72,77,28,10,16,0,2,2,5
1962,Graduate,Single,56000,0,1,51,517,12,18,16,6,2,7,7
1953,Graduate,Married,56000,0,1,91,208,7,27,30,66,2,3,9
1966,College,Divorced,56000,0,1,27,673,0,66,37,47,2,6,5
1944,College,Married,56000,0,0,22,760,38,35,50,9,2,7,4
1961,Graduate,Married,57000,0,1,79,944,0,20,0,0,2,7,13
1972,Graduate,Married,57000,0,1,82,462,0,8,6,0,2,9,5
1977,College,Single,57000,0,1,30,479,5,27,7,17,2,7,5
1975,College,Single,57000,0,1,96,143,6,17,11,8,2,4,5
1987,College,Single,57000,1,0,9,158,11,33,15,11,2,3,7
1952,College,Single,57000,0,1,50,99,4,11,37,54,2,2,7
1979,College,Married,57000,0,1,62,614,35,53,58,35,2,5,10
1976,College,Married,57000,0,1,19,256,34,34,90,29,2,3,10
1951,College,Married,57000,0,1,61,356,80,110,138,17,2,7,10
1954,Graduate,Married,58000,0,1,91,350,3,13,0,0,2,9,4
1969,Graduate,Divorced,58000,0,1,80,708,7,21,0,0,2,11,7
1974,Graduate,Married,58000,0,1,56,298,7,23,4,0,2,6,6
1956,College,Married,58000,0,1,38,228,19,43,4,11,2,3,8
1955,Graduate,Married,58000,0,1,59,576,7,38,19,7,2,7,9
1943,Graduate,Single,58000,0,0,59,735,40,61,52,20,2,9,13
1951,Graduate,Single,59000,1,1,85,135,0,7,0,4,2,3,4
1950,College,Married,59000,0,1,29,724,17,48,0,8,2,9,12
1973,College,Married,59000,1,1,25,69,2,15,2,2,2,2,4
1967,Graduate,Married,59000,2,1,74,46,1,7,3,0,2,2,3
1950,Graduate,Single,59000,0,1,71,378,14,23,19,14,2,3,8
1950,Graduate,Single,59000,0,1,71,378,14,23,19,14,2,3,8
1975,College,Single,59000,0,1,47,178,3,28,71,66,2,3,8
1982,College,Single,59000,0,1,15,402,35,35,101,77,2,9,9
1974,College,Married,60000,0,1,92,502,12,36,16,6,2,7,10
1954,Graduate,Single,60000,0,1,28,62,1,19,19,11,2,2,5
1956,College,Single,60000,0,1,78,520,20,122,39,81,2,6,6
1952,Graduate,Single,61000,0,1,57,888,0,19,0,0,2,8,11
1953,College,Single,61000,0,1,87,111,3,9,2,6,2,3,4
1971,Graduate,Single,61000,0,1,73,458,0,8,6,4,2,6,8
1959,College,Married,61000,0,1,70,403,24,10,6,24,2,5,6
1966,College,Married,61000,0,1,34,356,0,36,19,9,2,7,8
1966,College,Married,61000,0,1,34,356,0,36,19,9,2,7,8
1950,College,Single,61000,0,1,27,208,17,25,36,17,2,3,7
1967,College,Married,61000,0,1,46,709,43,61,42,118,2,9,4
1968,College,Married,61000,0,1,1,378,0,63,97,172,2,5,12
1956,College,Single,61000,0,0,56,216,162,75,101,92,2,7,10
1975,Graduate,Divorced,61000,1,0,8,588,7,25,110,15,2,8,9
1975,College,Single,61000,0,1,41,224,155,52,192,93,2,6,11
1979,Graduate,Single,62000,1,0,0,140,4,20,0,13,2,3,6
1991,College,Single,62000,0,0,27,605,91,133,0,45,2,3,8
1975,Graduate,Single,62000,0,1,2,167,0,14,6,2,2,4,4
1961,Graduate,Married,62000,0,1,74,264,47,63,54,47,2,4,10
1959,College,Single,62000,0,1,61,515,47,89,62,66,2,5,4
1952,College,Divorced,62000,0,1,87,243,131,72,85,6,2,3,13
1967,Graduate,Single,63000,0,1,16,520,42,33,0,42,2,6,10
1964,College,Single,63000,0,2,97,734,26,23,11,44,2,6,4
1955,College,Married,63000,0,1,39,313,15,16,20,0,2,7,3
1955,College,Married,63000,0,1,39,313,15,16,20,0,2,7,3
1969,College,Single,63000,0,1,26,509,133,166,78,24,2,7,6
1982,College,Married,63000,0,0,3,145,193,153,205,26,2,3,7
1956,Graduate,Married,64000,0,2,2,622,7,38,30,0,2,6,12
1972,College,Single,64000,0,1,59,381,35,57,56,86,2,8,10
1985,Graduate,Married,64000,1,0,66,1047,0,47,67,38,2,4,12
1954,College,Divorced,65000,1,1,49,66,0,16,0,6,2,1,4
1955,College,Married,65000,0,1,25,626,0,23,0,7,2,9,8
1962,College,Married,65000,1,1,65,112,6,31,3,9,2,3,5
1974,Graduate,Married,65000,0,1,43,284,3,28,4,7,2,4,8
1951,Graduate,Single,65000,0,1,29,819,0,24,12,0,2,11,10
1958,College,Single,65000,0,2,34,743,19,60,12,0,2,7,11
1976,Graduate,Single,65000,0,1,4,738,0,77,13,20,2,3,7
1976,Graduate,Single,65000,0,1,4,738,0,77,13,20,2,3,7
1970,College,Divorced,65000,1,0,11,180,60,80,13,54,2,5,7
1974,College,Married,65000,1,0,17,391,32,23,21,32,2,6,9
1976,College,Divorced,65000,0,1,77,527,24,77,32,24,2,6,12
1958,College,Married,65000,0,1,9,460,35,141,33,12,2,6,7
1958,College,Single,65000,0,1,97,382,114,92,75,124,2,6,4
1959,College,Married,65000,0,0,73,247,161,98,210,85,2,4,13
1960,Graduate,Married,66000,0,1,50,371,32,63,0,58,2,5,10
1956,Graduate,Married,66000,0,1,82,909,11,73,0,0,2,9,5
1963,Graduate,Single,66000,0,1,86,625,7,33,10,22,2,6,12
1970,Graduate,Single,66000,0,1,12,376,9,28,19,4,2,5,7
1953,Graduate,Married,66000,0,1,96,397,46,96,20,38,2,6,10
1969,Graduate,Single,66000,0,1,80,742,28,51,25,9,2,6,10
1961,Graduate,Single,66000,0,1,14,1043,24,32,32,24,2,3,10
1957,College,Single,66000,0,1,76,293,35,60,46,59,2,8,7
1976,Graduate,Divorced,66000,0,1,99,372,18,42,47,48,2,5,11
1955,College,Single,66000,0,1,58,172,73,31,95,78,2,2,10
1947,Graduate,Married,67000,0,1,93,162,31,42,8,17,2,4,7
1951,College,Single,67000,0,1,92,544,35,44,23,151,2,4,4
1958,College,Single,67000,0,1,28,315,4,21,41,31,2,7,7
1985,College,Single,67000,1,0,30,91,64,43,65,3,2,4,6
1953,Graduate,Married,67000,0,1,40,329,35,74,130,35,2,7,8
1970,College,Single,67000,0,1,32,957,40,58,158,53,2,7,5
1973,College,Married,67000,0,1,69,432,79,114,177,136,2,8,4
1947,Graduate,Single,68000,0,1,80,618,44,72,0,17,2,11,4
1963,College,Divorced,68000,0,1,51,595,23,41,10,23,2,8,4
1963,College,Divorced,68000,0,1,51,595,23,41,10,23,2,8,4
1979,College,Divorced,68000,1,1,83,135,25,17,23,25,2,4,5
1975,College,Divorced,68000,0,1,31,711,28,47,49,18,2,3,9
1978,Graduate,Single,68000,0,0,7,852,60,69,78,36,2,2,10
1970,Graduate,Married,69000,1,0,43,1181,107,66,39,30,2,7,13
1970,Graduate,Married,69000,1,0,43,1181,107,66,39,30,2,7,13
1956,Graduate,Single,69000,0,1,8,428,30,71,80,30,2,6,10
1953,College,Single,69000,0,0,31,778,44,166,95,73,2,3,5
1972,College,Married,69000,0,0,4,496,32,283,229,48,2,5,6
1952,Graduate,Single,70000,0,1,50,750,71,58,13,10,2,6,11
1969,Graduate,Married,70000,1,0,11,964,34,46,15,0,2,5,10
1980,College,Single,70000,1,0,48,824,32,54,42,32,2,11,11
1945,Graduate,Married,70000,0,0,20,1349,16,83,43,16,2,10,9
1951,Graduate,Single,70000,0,1,8,664,9,80,50,19,2,7,10
1964,College,Divorced,70000,0,1,97,412,172,51,150,105,2,7,11
1962,College,Single,70000,0,1,35,231,161,72,171,30,2,8,11
1978,College,Married,71000,2,0,26,212,123,59,15,64,2,8,8
1967,College,Divorced,71000,0,1,65,561,85,57,25,123,2,4,13
1959,College,Single,71000,0,1,91,653,17,57,34,26,2,11,10
1965,College,Single,71000,0,0,87,162,33,41,40,28,2,3,7
1972,College,Married,71000,0,1,57,200,193,33,46,185,2,6,12
1965,Graduate,Married,71000,0,1,57,753,43,75,69,10,2,8,13
1980,College,Married,71000,1,1,87,141,70,35,72,19,2,4,8
1968,College,Single,71000,0,1,4,381,28,72,84,28,2,6,9
1951,College,Single,71000,0,0,82,344,45,218,104,11,2,3,10
1971,Graduate,Single,71000,0,1,12,465,25,44,136,0,2,8,13
1951,College,Married,71000,0,1,61,533,10,72,198,174,2,7,13
1986,College,Married,72000,1,0,93,656,80,152,52,107,2,8,8
1986,College,Married,72000,1,0,93,656,80,152,52,107,2,8,8
1979,College,Married,72000,0,1,3,180,32,116,76,32,2,5,12
1971,College,Single,72000,0,1,28,522,0,174,227,120,2,6,5
1970,College,Divorced,73000,0,1,1,158,35,60,0,0,2,7,8
1972,College,Single,73000,0,1,43,604,26,157,123,161,2,5,6
1957,College,Married,74000,0,1,61,833,80,121,52,26,2,9,6
1978,College,Married,74000,0,1,88,366,124,52,71,78,2,5,11
1971,College,Married,74000,0,1,58,707,21,83,85,43,2,6,8
1975,College,Married,74000,0,1,49,151,81,29,168,91,2,4,11
1951,Graduate,Single,74000,0,2,86,612,91,173,258,107,2,9,8
1965,Graduate,Married,75000,0,1,1,670,9,83,0,28,2,5,5
1989,College,Married,75000,1,0,28,800,0,99,0,34,2,2,10
1962,College,Single,75000,0,1,83,583,34,103,0,22,2,5,8
1972,College,Married,75000,0,1,92,133,27,140,13,195,2,7,5
1959,Graduate,Married,75000,0,1,74,952,12,60,47,12,2,5,9
1953,College,Married,75000,0,1,74,925,64,60,133,12,2,9,6
1954,College,Single,75000,0,1,14,459,15,57,142,23,2,5,12
1976,College,Single,75000,0,1,50,378,97,86,197,194,2,7,6
1959,College,Single,76000,0,1,49,526,35,71,69,53,2,6,4
1951,College,Married,76000,0,1,50,340,108,62,130,38,2,6,9
1970,College,Single,76000,1,0,44,676,161,142,210,44,2,2,5
1949,Graduate,Married,77000,0,1,91,1012,80,166,0,16,2,11,9
1952,Graduate,Married,77000,0,1,23,820,57,81,45,0,2,8,6
1972,College,Single,77000,0,1,12,625,38,81,50,34,2,7,11
1980,College,Married,77000,0,1,38,275,59,36,69,101,2,6,8
1955,College,Married,77000,0,1,85,1449,89,54,69,35,2,11,8
1968,College,Single,77000,0,1,36,491,48,77,112,105,2,5,12
1963,College,Single,77000,0,1,29,631,43,80,128,76,2,6,12
1974,Graduate,Married,78000,0,1,89,934,24,77,16,24,2,8,6
1970,Graduate,Single,78000,0,2,3,520,7,51,19,0,2,6,11
1952,Graduate,Married,78000,0,1,70,1245,33,111,21,33,2,4,4
1967,Graduate,Married,78000,0,1,97,1004,59,88,115,59,2,11,11
1967,Graduate,Married,78000,0,1,97,1004,59,88,115,59,2,11,11
1958,College,Divorced,78000,0,1,97,756,138,118,160,169,2,10,7
1976,College,Single,78000,0,1,99,453,38,93,188,38,2,7,10
1967,College,Single,79000,1,1,33,245,16,74,21,43,2,8,8
1967,College,Single,79000,1,1,33,245,16,74,21,43,2,8,8
1958,Graduate,Single,79000,0,1,11,1170,19,198,99,76,2,2,12
1980,College,Married,80000,0,1,3,421,76,179,82,178,2,8,5
1972,College,Married,80000,1,0,40,1218,16,91,104,0,2,5,6
1972,College,Married,80000,1,0,40,1218,16,91,104,0,2,5,6
1949,Graduate,Married,80000,0,0,56,1493,86,151,112,43,2,4,5
1976,Graduate,Married,82000,1,0,60,1486,55,93,49,0,2,4,10
1979,College,Single,86000,0,1,59,386,172,61,185,132,2,9,11
1976,College,Single,86000,0,1,89,717,42,288,219,30,2,6,9
1951,College,Single,0,2,1,96,48,5,16,6,10,3,2,4
1961,Graduate,Married,0,0,1,23,352,0,9,10,0,3,6,7
1955,College,Single,0,0,1,95,264,0,7,12,6,3,6,5
1973,College,Married,0,1,0,25,25,3,14,17,4,3,3,3
1975,Graduate,Married,8000,1,0,19,3,1,7,3,2,3,2,3
1996,College,Married,8000,0,0,24,3,18,14,15,22,3,3,3
1986,HS,Single,9000,1,0,25,1,45,6,4,6,3,3,3
1971,College,Single,10000,1,0,32,4,7,6,6,4,3,1,2
1984,College,Single,11000,1,0,82,24,3,9,7,1,3,3,2
1976,Graduate,Divorced,15000,1,0,39,21,2,9,3,2,3,2,4
1986,HS,Single,15000,0,0,86,7,7,14,7,16,3,2,3
1988,College,Married,16000,1,0,77,12,11,7,3,12,3,2,3
1984,Graduate,Single,16000,1,0,75,19,3,6,3,1,3,3,3
1988,College,Married,16000,1,0,8,16,5,10,8,7,3,3,4
1980,HS,Married,16000,1,0,69,1,3,6,20,30,3,2,2
1961,College,Married,17000,1,1,19,10,4,6,3,3,3,1,3
1975,Graduate,Single,17000,1,0,12,6,4,16,3,10,3,3,2
1975,College,Married,17000,1,0,37,2,5,7,4,8,3,2,4
1978,College,Single,17000,1,0,43,2,13,6,7,5,3,3,3
1979,Graduate,Single,17000,1,0,10,5,7,10,15,4,3,2,3
1971,College,Single,17000,2,0,76,8,3,7,21,1,3,3,3
1976,College,Married,18000,1,0,70,15,1,8,0,5,3,3,3
1989,College,Single,18000,1,0,49,6,8,6,16,4,3,3,4
1971,College,Married,19000,1,0,14,4,16,7,0,17,3,2,4
1982,College,Single,19000,1,0,8,16,0,8,3,2,3,4,2
1968,College,Married,19000,1,0,39,24,1,16,12,2,3,4,3
1970,College,Single,20000,1,0,94,25,4,7,6,8,3,2,3
1975,College,Single,20000,1,0,24,2,5,7,28,6,3,2,3
1982,Graduate,Married,21000,1,0,40,8,3,6,3,3,3,3,3
1979,College,Single,22000,1,0,75,14,0,8,4,5,3,3,3
1976,College,Single,22000,1,0,55,4,0,16,17,4,3,4,3
1982,College,Married,22000,1,0,86,3,1,7,23,2,3,2,3
1986,College,Married,23000,1,0,39,38,15,18,3,8,3,3,4
1981,Graduate,Single,23000,1,0,67,19,3,6,4,5,3,3,3
1973,College,Single,23000,1,0,51,10,14,10,4,2,3,2,4
1970,College,Married,23000,1,1,82,8,3,7,19,4,3,1,3
1970,College,Married,23000,1,0,29,16,17,6,20,21,3,3,2
1975,Graduate,Single,23000,1,0,30,16,14,12,37,22,3,4,2
1954,College,Single,23000,0,0,67,68,0,75,51,157,3,10,4
1970,Graduate,Married,24000,1,0,84,27,2,14,0,0,3,3,3
1984,College,Single,24000,1,0,68,14,1,7,2,3,3,3,3
1973,College,Married,24000,1,0,87,25,5,6,7,0,3,3,3
1979,Graduate,Single,24000,0,0,98,73,28,72,10,24,3,6,6
1968,Graduate,Divorced,24000,1,0,97,6,6,10,12,15,3,2,3
1976,College,Married,24000,1,0,76,6,3,14,15,7,3,3,2
1981,HS,Married,24000,1,0,46,4,19,7,28,25,3,3,4
1973,College,Married,25000,1,1,3,20,3,16,0,4,3,2,4
1972,College,Single,25000,1,0,16,6,10,7,3,15,3,3,2
1977,College,Single,25000,1,0,46,1,9,7,11,3,3,3,3
1984,College,Married,25000,1,0,97,28,34,21,11,14,3,4,4
1974,College,Married,26000,1,0,49,22,2,6,0,2,3,3,3
1957,College,Single,26000,1,1,84,15,10,6,8,17,3,2,3
1957,College,Single,26000,1,1,84,15,10,6,8,17,3,2,3
1974,Graduate,Divorced,26000,1,0,15,40,3,10,10,7,3,3,3
1974,Graduate,Divorced,26000,1,0,15,40,3,10,10,7,3,3,3
1978,HS,Single,26000,1,0,23,2,8,7,12,14,3,2,3
1978,College,Married,26000,1,0,39,4,7,15,13,9,3,2,3
1987,College,Married,26000,1,0,35,32,1,21,16,12,3,2,3
1962,Graduate,Single,27000,1,1,39,37,0,6,0,0,3,3,3
1949,Graduate,Single,27000,1,1,33,20,1,9,3,3,3,2,3
1972,Graduate,Single,27000,1,0,19,19,3,9,10,9,3,2,4
1954,College,Single,27000,0,0,14,43,12,32,78,40,3,4,6
1967,College,Single,28000,1,1,89,12,1,16,4,1,3,2,3
1978,College,Married,28000,2,0,53,19,3,7,11,8,3,2,4
1970,College,Married,28000,1,0,23,3,18,9,11,8,3,2,4
1958,College,Single,28000,1,1,77,53,8,6,13,0,3,2,2
1981,College,Divorced,29000,1,1,72,44,5,6,0,4,3,2,4
1977,College,Single,29000,1,0,76,41,5,43,10,3,3,4,4
1978,College,Single,29000,1,0,42,22,4,6,12,10,3,2,4
1971,College,Divorced,30000,1,0,77,9,1,8,2,1,3,3,3
1971,College,Single,30000,1,1,33,15,0,7,7,3,3,2,3
1971,College,Single,30000,1,1,33,15,0,7,7,3,3,2,3
1960,College,Married,31000,1,1,40,28,0,7,0,0,3,2,3
1981,College,Single,31000,1,0,57,31,3,10,2,8,3,3,4
1983,Graduate,Single,32000,1,0,15,16,7,8,0,8,3,3,4
1971,Graduate,Married,32000,1,0,89,99,0,15,2,1,3,2,4
1982,Graduate,Single,32000,1,0,60,86,4,19,2,4,3,4,4
1973,College,Married,33000,1,0,47,43,2,9,0,9,3,3,4
1967,Graduate,Single,33000,1,0,13,34,3,10,0,4,3,2,3
1965,Graduate,Single,33000,0,1,0,80,1,12,0,1,3,2,4
1963,College,Divorced,33000,1,1,38,33,6,13,3,7,3,2,4
1968,Graduate,Single,33000,1,1,78,28,0,7,4,2,3,2,3
1971,Graduate,Single,33000,1,1,34,79,1,10,4,4,3,2,4
1971,Graduate,Single,33000,1,1,34,79,1,10,4,4,3,2,4
1952,College,Single,33000,1,1,60,26,2,6,10,5,3,2,3
1959,Graduate,Single,33000,0,0,15,100,71,81,108,94,3,9,8
1963,Graduate,Married,34000,1,2,33,21,12,7,0,3,3,2,4
1948,Graduate,Married,34000,1,1,58,19,6,7,0,5,3,1,4
1959,Graduate,Married,34000,2,1,61,53,1,11,2,0,3,2,2
1972,College,Married,34000,1,1,22,39,1,7,3,4,3,2,4
1990,College,Single,34000,1,0,62,52,12,17,4,36,3,5,3
1963,College,Single,34000,1,1,2,50,4,9,6,3,3,3,2
1950,College,Single,34000,1,1,11,18,6,15,12,8,3,2,3
1950,College,Single,34000,1,1,11,18,6,15,12,8,3,2,3
1977,Graduate,Divorced,34000,1,1,94,19,18,11,24,1,3,3,3
1973,College,Married,35000,1,0,77,45,2,9,4,1,3,3,3
1949,Graduate,Divorced,35000,0,0,62,248,3,27,4,3,3,7,5
1968,College,Single,35000,1,2,34,28,9,12,12,7,3,2,4
1951,College,Married,35000,1,1,62,28,23,10,29,14,3,2,4
1952,College,Married,36000,1,1,54,30,9,7,2,11,3,2,4
1984,College,Single,36000,1,0,68,141,8,43,3,11,3,7,4
1968,College,Single,36000,1,1,54,18,7,11,10,2,3,3,3
1968,Graduate,Married,37000,1,1,63,29,4,11,2,4,3,3,3
